Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 1/15/2018 12:18:21 PM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\WIS\D119\D119_wis.SGF,,,,,,,,,,,
Panel: Pc D119,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A09_PWO3_544347.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A09_PWO3_544347.fsa,Green,331.7,22593,160493,332,332,0.7,Pass,500,[<SAT (Repaired)><Confirmed>],SR
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: B09_PWO4_544348.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
B09_PWO4_544348.fsa,Green,290.9,20246,146083,291,291,0.4,Pass,500,[<SAT (Repaired)><Confirmed>],SR
B09_PWO4_544348.fsa,Green,323.4,19449,155306,323,323,0.7,Pass,500,[<SAT (Repaired)><Confirmed>],SR
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: C09_PWO5_544349.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
C09_PWO5_544349.fsa,Green,319.4,1946,14562,318,318,1,Pass,263.8,,
C09_PWO5_544349.fsa,Green,323.5,1648,13133,323,323,0.8,Pass,197.5,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: D09_PWO6_544350.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
D09_PWO6_544350.fsa,Green,306.8,2780,18308,306,306,0.8,Pass,500,,
D09_PWO6_544350.fsa,Green,323.5,1654,11378,323,323,0.8,Pass,255.8,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: E08_PCP1_544343.fsa,,,,,,,,,,,
,,,,,,,,,,,
