Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/31/2017 10:12:47 AM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\7713 PC D4\PC D4.SGF,,,,,,,,,,,
Panel: Pc D4,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_MS1_535568.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS1_535568.fsa,Green,221.1,4438,28497,220,220,1.3,Pass,500,,
A01_MS1_535568.fsa,Green,243.1,5326,33929,242,242,0.7,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_Oil-City-A_537536.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Oil-City-A_537536.fsa,Green,206.4,5019,30926,207,207,0.1,Pass,500,,
A01_Oil-City-A_537536.fsa,Green,254.3,3335,18746,254,254,0,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A02_ALL8_537544.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A02_ALL8_537544.fsa,Green,272.1,2392,13529,273,273,1,Pass,500,,
A02_ALL8_537544.fsa,Green,288.1,2266,13542,289,289,0.8,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A02_MS9_535576.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A02_MS9_535576.fsa,Green,296.8,8841,50878,297,297,0.1,Pass,500,,
A02_MS9_535576.fsa,Green,300.7,7505,49746,301,301,0.1,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A03_ALL17_537552.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
