Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/24/2017 12:20:00 PM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\D113\PC D113.SGF,,,,,,,,,,,
Panel: Pc D113,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_TN2_538847.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_TN2_538847.fsa,Green,277.7,19555,126085,277,277,0.3,Pass,500,[<SAT (Repaired)><Confirmed>],SR
A01_TN2_538847.fsa,Green,436.8,13865,107782,437,437,0,Pass,500,[<Confirmed>],
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_MS36_538751.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS36_538751.fsa,Green,292.9,10994,60323,293,293,0.3,Pass,500,,
A01_MS36_538751.fsa,Green,296.6,10201,55281,296,296,0.2,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A10_Meramec-A_538823.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_Meramec-A_538823.fsa,Green,398.9,5477,34957,399,399,0.1,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A10_MS12_538439.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_MS12_538439.fsa,Green,292.4,17225,99556,293,293,0.2,Pass,500,[<SAT (Repaired)><Confirmed>],SR
A10_MS12_538439.fsa,Green,296.1,15060,83951,296,296,0.3,Pass,500,[<SAT (Repaired)><Confirmed>],SR
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A11_m-07-07_541186.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
