Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/24/2017 10:30:56 AM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\C125\C125.SGF,,,,,,,,,,,
Panel: Pc C125,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_Chip-11_538367.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Chip-11_538367.fsa,Green,250.1,4528,25004,249,249,0.9,Pass,500,,
A01_Chip-11_538367.fsa,Green,253.9,2941,16153,253,253,0.8,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_MS1_538271.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS1_538271.fsa,Green,245.9,14676,94600,245,245,0.9,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A10_ALL7_538343.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_ALL7_538343.fsa,Green,253.3,15424,83925,253,253,0.2,Pass,500,,
A10_ALL7_538343.fsa,Green,276.4,13148,71357,276,276,0.2,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A11_ALL15_538351.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A11_ALL15_538351.fsa,Green,253.4,11197,57606,253,253,0.3,Pass,500,,
A11_ALL15_538351.fsa,Green,269.6,8254,44071,268,268,1.4,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A12_Chip-03_538359.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A12_Chip-03_538359.fsa,Green,249.7,7344,42104,249,249,0.5,Pass,500,,
