Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/25/2017 12:17:36 PM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\D114\PC D114.SGF,,,,,,,,,,,
Panel: Pc D114,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_Oil-City-A_538943.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Oil-City-A_538943.fsa,Green,260.1,14264,97726,261,261,1.1,Pass,500,[<SAT (Repaired)><Confirmed>],SR
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A10_BEF-07212-02_539015.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_BEF-07212-02_539015.fsa,Green,244.7,17143,107948,244,244,0.3,Pass,500,,
A10_BEF-07212-02_539015.fsa,Green,264.4,15326,90809,264,264,0.1,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A10_MS41_538919.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_MS41_538919.fsa,Green,240.6,14615,97164,240,240,0.2,Pass,500,,
A10_MS41_538919.fsa,Green,252.9,15246,88390,253,253,0.4,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A11_237-1_539023.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A11_237-1_539023.fsa,Green,245.1,10276,59287,244,244,0.7,Pass,500,,
A11_237-1_539023.fsa,Green,257,8818,46836,257,257,0.2,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A11_PBH-5A_538927.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
