Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/18/2017 10:47:07 AM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\7724 PC A103\PC A103.SGF,,,,,,,,,,,
Panel: Pc A103,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_Chip-05_540933.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Chip-05_540933.fsa,Green,246.3,7891,49959,246,246,0,Pass,500,,
A01_Chip-05_540933.fsa,Green,250.7,4936,27792,251,251,0.1,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_Oil-City-A_537130.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Oil-City-A_537130.fsa,Green,243.9,7616,47295,244,244,0.5,Pass,500,,
A01_Oil-City-A_537130.fsa,Green,256.4,4268,23480,257,257,0.4,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A01_MS1_536251.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS1_536251.fsa,Green,238.5,8126,51158,238,238,0.3,Pass,500,,
A01_MS1_536251.fsa,Green,242.6,7156,45310,242,242,0.6,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A10_237-2_537202.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_237-2_537202.fsa,Green,238.4,6237,39381,238,238,0.2,Pass,500,,
A10_237-2_537202.fsa,Green,242.7,6121,38373,242,242,0.7,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A10_ALL20_536323.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
