Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/23/2017 1:23:23 PM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\7722 PC C6\PC C6.SGF,,,,,,,,,,,
Panel: Pc C6,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_MS1_536077.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS1_536077.fsa,Green,209.2,13695,90780,209,209,0.2,Pass,500,,
A01_MS1_536077.fsa,Green,244.3,12519,77804,243,243,0.9,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_Oil-City-A_537344.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Oil-City-A_537344.fsa,Green,204.5,22972,194977,204,204,0,Pass,500,[<SAT (Repaired)><Confirmed>],SR
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A10_237-2_537416.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_237-2_537416.fsa,Green,208.7,7402,52136,209,209,0.3,Pass,500,,
A10_237-2_537416.fsa,Green,217.5,4803,33839,218,218,0.2,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A10_ALL20_536149.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_ALL20_536149.fsa,Green,209,9305,56508,209,209,0,Pass,500,,
A10_ALL20_536149.fsa,Green,213.3,5092,31739,213,213,0,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A11_WI94_537424.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A11_WI94_537424.fsa,Green,204.9,6170,41398,204,204,0.4,Pass,500,,
