Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/24/2017 11:53:13 AM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\D106\PC D106.SGF,,,,,,,,,,,
Panel: Pc D106,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_MS36_539228.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS36_539228.fsa,Green,275.3,11760,63554,276,276,0.7,Pass,500,,
A01_MS36_539228.fsa,Green,282.6,11886,64821,284,284,1,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_C033_539324.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_C033_539324.fsa,Green,273.4,7100,39182,272,272,1.4,Pass,500,,
A01_C033_539324.fsa,Green,277.1,7361,42918,276,276,1.1,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A10_MS12_539204.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_MS12_539204.fsa,Green,283.2,15027,84737,284,284,0.4,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A10_Meramec-B_539300.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_Meramec-B_539300.fsa,Green,259.8,14942,77656,260,260,0.6,Pass,500,,
A10_Meramec-B_539300.fsa,Green,282.1,12556,66185,284,284,1.5,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A11_INHS-9470_539308.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 6: A11_MS20_539212.fsa,,,,,,,,,,,
,,,,,,,,,,,
