Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 10/24/2017 11:24:21 AM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\D10\PC D10.SGF,,,,,,,,,,,
Panel: Pc D10,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A01_MS1_538010.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_MS1_538010.fsa,Green,206.2,10442,66039,206,206,0.2,Pass,500,,
A01_MS1_538010.fsa,Green,227.9,8994,57802,228,228,0.3,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A01_Chip-11_538106.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A01_Chip-11_538106.fsa,Green,201.3,15758,103481,201,201,0.1,Pass,500,[<SAT (Repaired)><Confirmed>],SR
A01_Chip-11_538106.fsa,Green,235.5,14057,83531,237,237,1,Pass,500,[<Confirmed>],
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A10_ALL7_538082.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_ALL7_538082.fsa,Green,201.3,22081,157820,201,201,0.1,Pass,500,[<SAT (Repaired)><Confirmed>],SR
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A11_ALL15_538090.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A11_ALL15_538090.fsa,Green,203.1,15973,108830,201,201,1.7,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A12_Chip-03_538098.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A12_Chip-03_538098.fsa,Green,201.5,21080,139574,201,201,0.1,Pass,500,,
