Peak Table,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 1.95,,,,,,,,,,,
Date/Time: 2/14/2018 10:27:30 AM,,,,,,,,,,,
,,,,,,,,,,,
Project: E:\Microsat files\F105\F105.SGF,,,,,,,,,,,
Panel: F105,,,,,,,,,,,
Size: GS500,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 1: A10_DCRN1_548998.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A10_DCRN1_548998.fsa,Green,142.8,11103,76403,144,144,0.9,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 2: A11_DCRN9_549006.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A11_DCRN9_549006.fsa,Green,143.1,12560,83179,144,144,0.6,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 3: A12_PT55_549014.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A12_PT55_549014.fsa,Green,144,13155,91587,144,144,0.3,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 4: A03_1A5_539617.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A03_1A5_539617.fsa,Green,143.2,14192,101304,144,144,0.5,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 5: A04_FSMC1_548950.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A04_FSMC1_548950.fsa,Green,127,14609,251111,128,128,0.6,Pass,500,,
,,,,,,,,,,,
,,,,,,,,,,,
Sample: 6: A04_1B4_539625.fsa,,,,,,,,,,,
,,,,,,,,,,,
Sample,Dye,Size,Height,Area,Marker,Allele,Difference,Quality,Score,Comments,Quality Reasons
A04_1B4_539625.fsa,Green,144.4,15278,114898,144,144,0.7,Pass,500,,
